--------------------------------------------------------------------------------
image_path               	predicted_labels         	confidence score
./temp\3.jpg             	ci의료험                    	0.0098
./temp\4.jpg             	(2)료료보호                  	0.0687
./temp\5.jpg             	(3산재험                    	0.0179
./temp\6.jpg             	(4자동차보험                  	0.0194
./temp\7.jpg             	15기타(                    	0.5544
./temp\8.jpg             	)                        	0.4002
./temp\9.jpg             	요양기관기호                   	0.9449
./temp\10.jpg            	:                        	0.9992
./temp\11.jpg            	교부 연월일                   	0.8945
./temp\12.jpg            	년월일·-                    	0.1225
./temp\13.jpg            	호                        	0.9993
./temp\14.jpg            	명                        	0.9989
./temp\15.jpg            	칭                        	0.7009
./temp\16.jpg            	및 번호                     	0.9924
./temp\17.jpg            	일자                       	0.2219
./temp\18.jpg            	성명                       	0.9956
./temp\19.jpg            	홍길동                      	0.9584
./temp\20.jpg            	공람                       	0.0366
./temp\21.jpg            	전화번호                     	0.9954
./temp\22.jpg            	팩스번호                     	0.9238
./temp\23.jpg            	(                        	0.9795
./temp\24.jpg            	)                        	0.9946
./temp\25.jpg            	주민등록번호                   	0.9963
./temp\26.jpg            	123456-1234567           	0.9105
./temp\27.jpg            	e-mail주소                 	0.9004
./temp\28.jpg            	질병                       	0.9857
./temp\29.jpg            	처방                       	0.9633
./temp\30.jpg            	면허종별                     	0.9922
./temp\31.jpg            	분류                       	0.9745
./temp\32.jpg            	의료인의                     	0.9923
./temp\33.jpg            	1.1.1.1.1.1.1.           	0.6177
./temp\34.jpg            	(서명또는 인인                 	0.1342
./temp\35.jpg            	기호                       	0.9854
./temp\36.jpg            	성                        	0.9983
./temp\37.jpg            	명                        	0.9987
./temp\38.jpg            	면허번호                     	0.9959
./temp\39.jpg            	제                        	0.9993
./temp\40.jpg            	호                        	0.9974
./temp\41.jpg            	%환자의                     	0.4584
./temp\42.jpg            	요구가                      	0.9973
./temp\43.jpg            	때에는                      	0.9887
./temp\44.jpg            	질병분류기호를                  	0.8776
./temp\45.jpg            	기재하지                     	0.9977
./temp\46.jpg            	아니합니다.                   	0.9729
./temp\47.jpg            	처방                       	0.9964
./temp\48.jpg            	의약품의                     	0.8995
./temp\49.jpg            	명칭                       	0.9867
./temp\50.jpg            	투약량                      	0.7329
./temp\51.jpg            	1회                       	0.9115
./temp\52.jpg            	투여                       	0.7494
./temp\53.jpg            	1일                       	0.9949
./temp\54.jpg            	투약일수                     	0.5583
./temp\55.jpg            	총                        	0.9351
./temp\56.jpg            	용                        	0.9972
./temp\57.jpg            	법                        	0.9807
./temp\58.jpg            	따수                       	0.0885
./temp\59.jpg            	살지민정                     	0.1099
./temp\60.jpg            	3                        	0.9037
./temp\61.jpg            	3                        	0.9789
./temp\62.jpg            	매매식(전.간,후)시              	0.1615
./temp\63.jpg            	분복용                      	0.9772
